age,education,default,balance,housing,loan,contact,day,month,campaign,previous,poutcome,y
34,tertiary,no,8029,yes,no,cellular,14,aug,4,0,other,yes
55,unknown,no,890,no,no,cellular,22,aug,2,0,other,yes
44,secondary,no,-497,yes,no,cellular,11,may,2,2,failure,no
39,secondary,no,0,no,no,cellular,27,jan,1,10,failure,yes
66,primary,no,1230,no,no,cellular,17,dec,3,0,other,yes
31,tertiary,no,355,yes,no,cellular,12,may,1,0,other,yes
60,tertiary,no,10861,no,no,cellular,9,nov,1,2,failure,yes
57,tertiary,no,734,no,no,cellular,6,aug,4,0,other,yes
42,secondary,no,284,no,no,cellular,25,jul,4,0,other,no
39,tertiary,no,0,no,no,cellular,6,may,2,0,other,no
27,secondary,no,535,no,no,cellular,16,nov,1,1,success,yes
47,secondary,no,1730,yes,no,cellular,30,apr,1,0,other,yes
38,tertiary,no,172,yes,no,cellular,1,apr,1,0,other,yes
44,secondary,no,2981,yes,yes,cellular,22,may,1,2,failure,no
33,tertiary,no,2637,no,no,cellular,28,aug,17,0,other,yes
30,tertiary,no,1,no,no,cellular,20,aug,2,0,other,no
31,tertiary,no,3382,no,no,cellular,30,apr,1,0,other,yes
51,secondary,no,0,yes,yes,cellular,16,apr,1,1,failure,no
32,secondary,no,264,yes,yes,cellular,19,nov,1,0,other,yes
38,tertiary,no,0,no,no,cellular,28,aug,12,0,other,no
43,secondary,no,4056,no,no,cellular,4,feb,2,0,other,no
35,tertiary,no,1906,yes,no,cellular,16,apr,1,5,other,no
39,tertiary,yes,3,no,no,cellular,6,may,1,0,other,yes
50,primary,no,506,yes,no,telephone,7,aug,4,0,other,no
59,secondary,no,0,no,no,cellular,29,aug,2,0,other,no
27,tertiary,no,118,no,no,cellular,31,aug,3,1,failure,yes
63,primary,no,91,no,no,telephone,26,aug,3,0,other,yes
35,tertiary,no,578,yes,no,cellular,19,nov,1,0,other,no
54,unknown,no,386,no,yes,cellular,19,nov,1,1,success,no
31,tertiary,no,1463,no,no,cellular,11,aug,2,0,other,no
33,secondary,no,73,yes,no,cellular,2,jul,1,0,other,yes
38,secondary,no,226,yes,no,cellular,15,may,4,0,other,no
41,secondary,no,6046,yes,yes,telephone,14,sep,2,0,other,yes
41,tertiary,no,326,yes,no,cellular,5,may,1,0,other,yes
55,primary,no,1221,no,yes,cellular,8,jul,1,0,other,no
34,tertiary,no,1778,no,no,cellular,4,nov,1,2,failure,yes
55,primary,no,0,no,no,cellular,13,aug,2,0,other,no
36,secondary,no,-257,no,no,cellular,8,jul,26,0,other,no
36,tertiary,no,255,no,no,cellular,22,may,2,2,other,yes
28,unknown,no,326,no,no,cellular,11,oct,1,1,success,yes
83,primary,no,46,no,no,cellular,25,mar,1,0,other,yes
31,secondary,no,592,no,yes,cellular,20,nov,1,0,other,no
59,secondary,no,176,no,no,cellular,29,jan,1,0,other,no
24,tertiary,no,834,no,no,cellular,9,sep,1,0,other,yes
43,tertiary,no,0,yes,no,cellular,21,jul,1,0,other,no
37,tertiary,no,238,no,no,cellular,3,nov,1,0,other,yes
52,primary,no,29,yes,no,cellular,15,may,2,1,failure,no
31,tertiary,no,1224,yes,yes,cellular,24,jul,2,0,other,yes
30,tertiary,no,53,no,no,cellular,29,apr,1,0,other,yes
54,tertiary,no,876,no,no,cellular,27,oct,3,3,success,yes
33,tertiary,no,1304,yes,no,cellular,18,may,2,0,other,yes
29,secondary,no,-193,no,no,cellular,18,jul,2,0,other,no
40,unknown,no,1181,yes,no,cellular,4,feb,2,2,success,yes
34,tertiary,no,889,yes,no,cellular,24,jul,1,0,other,no
31,secondary,no,140,yes,yes,cellular,5,may,1,0,other,no
48,secondary,no,362,no,no,cellular,13,aug,1,0,other,yes
39,primary,no,4453,yes,no,cellular,10,jul,1,0,other,no
31,tertiary,no,3160,yes,no,cellular,26,apr,2,0,other,yes
32,tertiary,no,1815,no,no,telephone,10,aug,1,2,failure,yes
37,tertiary,no,156,no,no,cellular,5,feb,10,0,other,no
52,secondary,no,386,no,no,cellular,20,apr,1,0,other,yes
30,secondary,no,685,no,no,telephone,10,mar,2,0,other,no
49,tertiary,no,1,no,no,telephone,4,may,3,1,success,yes
45,secondary,no,-184,yes,no,cellular,7,may,3,5,failure,yes
47,secondary,no,182,yes,no,telephone,10,jul,1,0,other,yes
33,unknown,no,129,yes,yes,cellular,30,apr,1,1,failure,yes
45,secondary,no,153,no,no,cellular,5,aug,1,0,other,yes
35,secondary,no,507,yes,no,cellular,22,jul,2,0,other,yes
75,secondary,no,291,no,no,cellular,11,feb,1,1,failure,yes
46,unknown,no,3308,no,no,cellular,28,jul,2,0,other,yes
42,unknown,no,11115,no,no,cellular,10,aug,1,1,success,yes
54,secondary,no,-394,yes,no,cellular,15,may,5,2,failure,no
36,secondary,no,1822,yes,no,cellular,8,apr,1,1,other,yes
47,primary,no,2749,yes,no,cellular,30,apr,2,1,failure,yes
54,secondary,no,66,yes,no,cellular,11,nov,1,0,other,yes
78,primary,no,8556,no,no,telephone,21,apr,2,0,other,yes
38,primary,no,199,yes,no,cellular,12,may,1,1,failure,yes
28,tertiary,no,390,no,no,cellular,29,sep,1,4,success,yes
32,tertiary,no,0,yes,no,cellular,22,jul,2,0,other,no
44,tertiary,no,1070,yes,no,cellular,30,apr,1,2,other,yes
48,tertiary,no,86,no,no,cellular,28,jun,3,6,other,yes
42,primary,no,201,yes,no,cellular,11,aug,1,3,success,yes
47,secondary,no,328,no,no,cellular,13,aug,2,0,other,no
32,tertiary,yes,0,no,no,cellular,19,nov,2,0,other,no
36,secondary,no,3158,yes,no,cellular,3,jun,2,0,other,yes
38,secondary,no,1767,yes,no,cellular,9,jul,4,7,success,yes
30,secondary,no,18,yes,no,cellular,17,nov,1,0,other,no
59,tertiary,no,0,no,no,telephone,13,nov,1,0,other,yes
38,tertiary,no,202,no,no,cellular,5,aug,2,0,other,yes
26,secondary,no,530,no,no,cellular,30,apr,1,0,other,no
35,secondary,no,188,yes,no,cellular,16,feb,3,5,failure,yes
37,tertiary,no,3236,no,no,cellular,20,may,2,5,other,yes
56,primary,no,3391,no,no,cellular,21,apr,1,0,other,yes
53,tertiary,no,2269,no,no,cellular,17,nov,2,1,success,yes
40,tertiary,no,315,no,no,cellular,19,nov,1,0,other,no
60,tertiary,no,439,no,yes,cellular,25,may,1,1,failure,yes
35,secondary,no,2779,no,no,cellular,22,oct,2,0,other,yes
38,secondary,no,2876,no,no,cellular,2,feb,2,0,other,no
24,unknown,no,358,no,no,cellular,14,jun,1,1,other,yes
40,unknown,no,419,yes,no,cellular,10,jul,1,0,other,no
35,secondary,no,855,yes,no,cellular,12,may,1,1,success,yes
33,tertiary,no,882,no,no,cellular,22,apr,1,4,failure,yes
30,secondary,no,336,no,no,cellular,29,jan,1,0,other,no
38,tertiary,no,128,no,no,cellular,13,aug,5,0,other,no
29,tertiary,no,430,no,yes,cellular,29,jan,2,0,other,no
52,primary,no,1524,no,no,cellular,3,jul,6,0,other,yes
33,tertiary,no,2599,no,no,cellular,30,apr,2,0,other,yes
38,tertiary,no,1612,yes,no,cellular,8,may,1,0,other,yes
54,tertiary,no,3076,no,no,cellular,27,may,2,0,other,yes
36,secondary,no,4721,no,no,cellular,9,jun,1,5,success,yes
66,secondary,no,995,no,no,cellular,27,feb,2,0,other,yes
43,tertiary,no,1,yes,yes,cellular,15,jul,2,0,other,no
49,primary,no,4455,yes,no,cellular,20,nov,1,0,other,no
25,secondary,no,2975,no,no,cellular,2,sep,2,0,other,yes
41,tertiary,no,97,no,no,cellular,18,nov,1,0,other,no
60,secondary,no,2516,yes,yes,cellular,4,feb,3,1,failure,no
33,tertiary,no,6807,no,no,cellular,20,apr,1,0,other,yes
35,secondary,no,2436,no,yes,cellular,14,jul,3,0,other,yes
29,tertiary,no,1669,no,no,cellular,3,feb,1,0,other,yes
39,secondary,no,785,yes,no,cellular,11,may,2,0,other,yes
31,secondary,no,17,yes,no,cellular,12,may,1,0,other,no
38,primary,no,196,no,no,cellular,30,apr,1,0,other,yes
24,tertiary,no,2376,no,no,cellular,27,apr,1,0,other,yes
54,tertiary,no,184,no,no,cellular,6,feb,6,0,other,no
36,secondary,no,1975,no,no,cellular,18,jul,1,0,other,no
32,secondary,no,212,no,no,cellular,7,jul,5,0,other,yes
40,primary,no,665,yes,no,cellular,9,jul,1,0,other,yes
66,primary,no,2883,no,no,cellular,23,apr,1,0,other,yes
36,secondary,no,2894,yes,no,cellular,18,nov,1,1,failure,no
39,secondary,no,230,no,yes,cellular,8,jul,1,0,other,no
24,unknown,no,2022,no,no,cellular,23,apr,4,0,other,yes
30,tertiary,no,940,no,no,cellular,8,aug,2,0,other,no
61,secondary,no,272,no,no,cellular,29,oct,1,1,failure,no
46,tertiary,no,349,no,no,cellular,14,may,4,3,success,yes
46,secondary,no,438,no,no,cellular,8,aug,5,0,other,no
31,tertiary,no,3283,no,no,cellular,2,feb,1,1,failure,yes
59,primary,no,989,no,no,cellular,20,jul,2,0,other,yes
42,secondary,no,8899,yes,no,cellular,20,nov,2,0,other,no
34,tertiary,no,48,yes,no,cellular,12,aug,3,6,failure,yes
30,secondary,no,783,no,yes,cellular,29,jan,1,0,other,no
39,secondary,no,2983,no,no,cellular,3,dec,1,0,other,yes
49,secondary,no,808,yes,no,cellular,28,jan,1,0,other,yes
40,primary,no,57,yes,no,cellular,31,jul,9,0,other,yes
41,secondary,no,650,yes,no,cellular,7,jul,5,0,other,no
35,tertiary,no,0,no,no,cellular,22,may,1,0,other,no
48,tertiary,no,0,no,yes,cellular,19,feb,4,1,success,yes
30,tertiary,no,267,no,no,cellular,2,feb,1,0,other,no
25,secondary,no,1857,yes,no,cellular,13,jul,2,10,success,yes
59,unknown,no,0,no,no,cellular,5,feb,1,0,other,no
59,primary,no,1634,yes,yes,cellular,5,aug,1,0,other,yes
37,tertiary,no,16,no,no,cellular,20,aug,1,0,other,no
38,tertiary,no,7752,yes,no,cellular,15,jul,4,0,other,no
34,secondary,no,0,yes,no,cellular,10,feb,1,1,failure,yes
51,tertiary,no,16,yes,no,cellular,30,jan,1,0,other,no
78,tertiary,no,226,no,no,telephone,6,nov,1,0,other,no
48,secondary,no,201,no,no,cellular,10,nov,1,1,success,yes
48,primary,no,4459,yes,no,cellular,6,aug,1,0,other,no
32,secondary,no,3345,yes,no,cellular,19,aug,3,0,other,no
42,primary,no,608,yes,no,cellular,8,may,2,0,other,no
49,secondary,no,1111,yes,yes,cellular,14,apr,3,0,other,no
31,secondary,no,4182,yes,no,cellular,4,may,2,0,other,yes
42,secondary,no,1261,yes,yes,cellular,10,jul,1,0,other,no
40,tertiary,no,10346,no,no,cellular,15,jun,2,1,other,yes
48,unknown,no,-70,no,no,cellular,14,may,1,0,other,no
45,primary,no,0,yes,no,telephone,24,jul,1,0,other,no
19,secondary,no,302,no,no,cellular,16,jul,1,0,other,yes
27,tertiary,no,5291,no,no,cellular,12,nov,2,2,failure,yes
29,secondary,no,8,yes,yes,cellular,10,jul,1,0,other,yes
25,secondary,no,616,no,yes,cellular,28,jul,4,0,other,no
73,tertiary,no,1609,no,no,cellular,14,jul,2,0,other,yes
39,tertiary,no,508,no,no,cellular,4,mar,1,3,failure,no
36,unknown,no,62,no,no,cellular,13,apr,2,0,other,yes
28,tertiary,no,387,yes,no,cellular,20,apr,1,1,failure,yes
60,primary,no,631,no,no,cellular,12,aug,2,0,other,yes
58,tertiary,no,94,no,yes,cellular,28,jul,7,0,other,no
25,unknown,no,10788,no,no,cellular,23,dec,2,2,other,no
43,secondary,no,774,no,no,cellular,25,mar,1,1,success,yes
37,secondary,no,0,yes,no,cellular,11,may,1,0,other,no
31,secondary,no,823,yes,yes,cellular,7,apr,1,0,other,no
22,tertiary,no,104,no,yes,cellular,16,apr,3,0,other,yes
49,secondary,no,-188,yes,yes,cellular,17,nov,1,0,other,yes
29,tertiary,no,19,no,no,cellular,3,dec,1,1,success,yes
34,tertiary,no,273,yes,no,cellular,14,may,1,2,failure,yes
39,tertiary,no,1968,no,no,cellular,21,nov,1,0,other,yes
29,unknown,no,196,no,no,cellular,30,jan,2,0,other,yes
58,tertiary,no,1257,no,no,cellular,5,aug,1,0,other,yes
38,secondary,no,6728,no,no,cellular,25,nov,1,4,success,yes
39,secondary,no,117,yes,no,cellular,18,may,2,0,other,yes
33,tertiary,no,88,yes,yes,cellular,18,nov,1,0,other,no
35,secondary,no,-32,no,yes,cellular,6,aug,2,9,success,yes
29,tertiary,no,2203,yes,no,cellular,6,may,2,0,other,no
37,tertiary,no,443,yes,no,cellular,9,apr,3,0,other,no
34,tertiary,no,788,yes,no,cellular,5,feb,1,0,other,no
45,tertiary,no,3559,yes,yes,cellular,20,nov,1,0,other,no
47,tertiary,no,334,yes,no,cellular,28,jun,3,9,success,yes
85,primary,no,7613,no,no,cellular,18,feb,3,0,other,yes
25,tertiary,no,2305,no,no,cellular,3,feb,1,0,other,no
39,secondary,no,263,yes,no,cellular,18,nov,1,0,other,no
28,tertiary,no,22,yes,no,cellular,15,may,2,0,other,yes
38,secondary,no,557,yes,no,cellular,16,nov,4,0,other,yes
49,tertiary,no,85,yes,no,cellular,14,may,5,1,other,yes
33,secondary,no,230,no,yes,cellular,29,aug,2,0,other,no
41,secondary,no,1362,yes,no,cellular,18,nov,1,0,other,no
37,secondary,no,263,no,no,cellular,11,jul,2,0,other,no
31,secondary,no,-277,yes,no,telephone,17,jul,2,0,other,yes
39,primary,no,7005,yes,no,cellular,28,jul,2,3,success,yes
38,secondary,no,4017,no,no,cellular,4,aug,1,3,success,yes
39,secondary,no,70,yes,no,cellular,31,jul,11,0,other,no
51,secondary,no,895,no,no,cellular,23,jul,2,0,other,yes
28,unknown,no,174,no,no,cellular,28,sep,1,0,other,no
39,secondary,no,1756,yes,no,cellular,3,apr,1,0,other,yes
29,secondary,no,39,no,yes,cellular,18,jul,3,0,other,no
34,tertiary,no,271,yes,no,cellular,15,feb,1,4,success,yes
36,primary,no,828,no,no,cellular,13,may,1,8,failure,yes
44,secondary,no,2999,yes,no,cellular,14,may,1,0,other,yes
33,tertiary,no,2126,no,no,cellular,8,aug,2,0,other,no
40,tertiary,no,72,no,no,cellular,30,apr,1,0,other,yes
29,secondary,no,-79,yes,yes,cellular,18,may,4,4,other,no
39,secondary,no,-650,no,no,cellular,15,may,2,1,failure,no
35,secondary,no,475,no,yes,cellular,21,jul,4,0,other,no
39,secondary,no,-473,yes,no,cellular,6,may,1,0,other,no
40,secondary,no,7711,yes,no,cellular,20,nov,5,1,failure,no
59,secondary,no,957,no,no,cellular,9,dec,2,0,other,yes
57,primary,no,592,no,yes,telephone,14,dec,6,5,other,no
29,tertiary,no,41,yes,no,cellular,13,aug,2,0,other,yes
52,tertiary,no,1988,yes,no,cellular,6,may,1,1,failure,no
44,secondary,no,445,yes,no,cellular,17,apr,1,0,other,no
25,secondary,no,139,no,yes,cellular,12,oct,1,0,other,yes
31,secondary,no,582,yes,no,cellular,5,jun,2,0,other,yes
33,secondary,no,1500,no,no,cellular,7,aug,4,0,other,no
26,secondary,no,370,no,yes,cellular,8,jul,4,0,other,yes
25,secondary,no,1235,yes,yes,cellular,14,may,1,3,failure,no
55,tertiary,no,9756,yes,no,cellular,5,jun,2,1,other,yes
37,tertiary,no,0,yes,no,cellular,17,apr,3,0,other,no
42,tertiary,no,336,yes,no,cellular,2,feb,6,3,failure,no
22,primary,no,3472,no,no,cellular,19,apr,1,4,success,yes
27,secondary,no,-330,yes,yes,cellular,14,may,1,2,failure,no
32,secondary,no,-538,no,yes,cellular,15,may,1,1,failure,no
28,primary,no,1374,no,no,cellular,23,apr,4,0,other,yes
35,secondary,no,616,no,no,cellular,9,jul,1,0,other,no
33,tertiary,no,6807,no,no,cellular,21,oct,2,1,success,yes
30,secondary,no,0,no,no,cellular,21,jul,1,0,other,no
82,primary,no,1381,no,no,cellular,28,jul,5,4,failure,yes
53,tertiary,no,1356,yes,no,cellular,21,may,1,6,failure,no
35,secondary,no,321,no,no,cellular,21,jul,1,3,other,yes
30,tertiary,no,382,yes,no,cellular,21,jul,2,0,other,no
35,secondary,no,2227,yes,no,cellular,7,may,1,0,other,no
43,secondary,no,378,no,no,cellular,30,jul,8,0,other,yes
69,tertiary,no,482,no,no,cellular,29,jul,1,1,failure,yes
59,secondary,no,3735,no,no,cellular,17,jun,3,6,success,yes
53,secondary,no,144,no,no,cellular,21,aug,4,0,other,no
49,secondary,no,95,yes,no,cellular,8,may,1,0,other,no
31,secondary,no,8629,yes,no,cellular,21,nov,1,2,failure,yes
27,secondary,no,535,no,no,cellular,13,may,1,3,success,yes
50,primary,no,341,yes,yes,cellular,20,apr,4,2,success,yes
47,secondary,no,70,yes,no,cellular,5,apr,4,2,success,yes
28,secondary,no,527,yes,no,cellular,29,jan,2,1,failure,no
26,secondary,no,603,no,yes,cellular,17,jul,1,0,other,no
29,unknown,no,7585,no,no,cellular,3,mar,2,1,failure,yes
29,secondary,no,-7,yes,no,cellular,13,may,3,0,other,yes
79,secondary,no,723,no,no,telephone,9,sep,1,3,failure,yes
54,primary,no,392,no,no,cellular,18,aug,8,0,other,no
32,tertiary,no,8866,no,no,cellular,18,mar,2,0,other,yes
73,primary,no,5539,no,no,telephone,6,aug,1,0,other,yes
33,secondary,no,2881,no,no,cellular,26,may,1,1,success,yes
35,secondary,no,451,yes,yes,cellular,12,may,1,0,other,no
53,tertiary,no,1624,no,no,cellular,30,apr,3,3,success,yes
31,secondary,no,7369,no,no,cellular,19,aug,4,0,other,no
59,primary,no,213,no,no,cellular,27,aug,3,0,other,no
59,secondary,no,259,no,no,cellular,15,jun,1,1,success,yes
37,tertiary,no,127,yes,no,cellular,25,aug,1,1,success,yes
40,secondary,no,398,yes,no,cellular,15,may,1,0,other,no
59,primary,no,182,no,no,cellular,30,apr,1,1,failure,no
53,primary,no,362,no,no,cellular,28,jul,2,0,other,yes
43,primary,no,2557,yes,no,telephone,15,apr,2,3,failure,yes
40,tertiary,no,1646,yes,no,cellular,4,aug,1,5,success,yes
29,secondary,no,703,yes,no,cellular,16,nov,1,2,success,yes
23,secondary,no,283,yes,no,cellular,22,sep,1,2,success,yes
42,secondary,no,1152,yes,no,cellular,29,jan,1,0,other,no
30,tertiary,no,106,yes,no,cellular,18,jul,1,0,other,no
19,secondary,no,394,no,no,cellular,5,apr,3,0,other,yes
54,tertiary,no,8295,no,no,cellular,5,jun,1,0,other,yes
43,primary,no,8,no,yes,cellular,21,jul,2,0,other,no
33,tertiary,no,2364,no,no,cellular,17,may,1,0,other,yes
38,tertiary,no,8,yes,no,cellular,15,may,8,0,other,no
34,tertiary,no,16,yes,no,telephone,29,sep,1,1,other,yes
54,primary,no,546,yes,no,telephone,9,apr,1,0,other,no
26,secondary,no,145,no,no,cellular,29,jan,2,0,other,no
25,secondary,no,-7,no,yes,cellular,31,jul,36,0,other,no
33,secondary,no,661,yes,no,cellular,11,aug,1,7,failure,no
42,secondary,no,4837,no,no,cellular,4,aug,2,0,other,no
46,secondary,no,1144,yes,no,cellular,8,feb,2,3,other,yes
43,secondary,no,66,yes,no,cellular,8,may,1,0,other,no
44,secondary,no,1534,no,no,cellular,7,aug,1,2,other,yes
48,secondary,no,4415,yes,no,cellular,8,apr,3,7,failure,yes
36,tertiary,no,4596,yes,no,cellular,8,oct,2,2,success,yes
37,tertiary,no,6771,no,no,cellular,5,mar,1,0,other,yes
30,secondary,no,2493,no,no,cellular,28,jan,2,0,other,yes
43,secondary,no,764,yes,no,cellular,18,nov,5,5,failure,no
35,secondary,no,341,yes,no,cellular,14,may,1,0,other,yes
70,primary,no,2346,no,no,cellular,24,feb,1,5,failure,yes
30,secondary,no,457,no,no,cellular,27,apr,2,0,other,no
55,primary,no,-966,no,yes,cellular,14,may,1,0,other,no
58,primary,no,76,yes,no,telephone,18,may,4,0,other,no
28,tertiary,no,866,no,no,cellular,23,mar,2,0,other,yes
54,primary,no,0,no,no,cellular,30,jul,2,0,other,no
45,unknown,no,0,no,no,cellular,21,apr,3,0,other,yes
53,secondary,no,587,no,no,cellular,19,nov,1,0,other,yes
35,secondary,no,183,no,no,cellular,23,oct,1,4,failure,yes
30,secondary,no,0,yes,no,cellular,14,jul,2,0,other,no
33,secondary,no,3975,yes,yes,cellular,17,apr,1,1,other,no
46,secondary,no,2087,no,no,cellular,1,jun,1,4,other,no
39,secondary,no,1969,no,no,cellular,21,nov,2,0,other,no
51,secondary,no,536,yes,yes,cellular,4,feb,1,0,other,no
38,tertiary,no,613,no,no,cellular,3,feb,1,0,other,yes
21,secondary,no,2265,no,no,cellular,17,feb,2,0,other,yes
61,tertiary,no,2,no,no,cellular,12,aug,1,3,failure,yes
38,tertiary,no,151,yes,no,cellular,17,jul,1,0,other,no
28,secondary,no,113,no,no,cellular,13,aug,3,1,failure,yes
56,secondary,no,76,yes,no,cellular,28,jul,3,0,other,no
54,tertiary,no,511,no,no,cellular,17,feb,3,0,other,no
35,tertiary,no,611,no,no,cellular,1,oct,2,1,success,yes
23,secondary,no,107,no,no,cellular,13,apr,5,2,success,yes
38,secondary,no,7159,no,no,telephone,30,jul,2,0,other,no
51,primary,no,480,yes,no,cellular,12,may,1,5,failure,no
45,secondary,no,-44,yes,no,cellular,7,jul,2,0,other,no
41,secondary,no,-194,no,yes,cellular,10,jul,1,0,other,no
55,secondary,no,0,no,no,cellular,27,sep,6,4,success,yes
38,secondary,no,0,yes,no,cellular,22,jul,1,0,other,yes
30,unknown,no,385,no,no,cellular,26,may,2,2,other,no
78,unknown,no,3208,no,no,telephone,20,may,3,0,other,yes
31,secondary,no,8781,yes,no,cellular,14,may,1,1,success,yes
51,secondary,no,3025,no,no,cellular,7,may,1,1,other,yes
47,secondary,no,820,no,no,cellular,19,oct,1,0,other,yes
46,primary,no,804,yes,no,cellular,12,may,2,1,success,yes
42,secondary,no,466,no,no,cellular,28,jan,1,0,other,no
63,tertiary,no,2785,no,no,cellular,2,aug,2,3,success,yes
27,unknown,no,409,yes,no,cellular,18,may,1,0,other,yes
34,tertiary,no,13014,no,no,cellular,13,aug,1,0,other,yes
47,tertiary,no,6651,no,no,cellular,8,jul,1,2,failure,yes
56,tertiary,no,73,no,no,cellular,21,aug,4,0,other,yes
55,tertiary,no,608,yes,no,cellular,7,may,2,0,other,no
30,tertiary,no,2325,no,no,cellular,10,nov,1,8,success,no
31,secondary,no,1173,yes,no,cellular,14,jul,3,0,other,yes
37,tertiary,no,1276,no,no,cellular,16,nov,1,2,success,yes
50,tertiary,no,-470,yes,no,cellular,8,may,2,3,failure,no
31,secondary,yes,-429,no,yes,cellular,18,jul,3,0,other,no
33,tertiary,no,1148,no,no,cellular,19,nov,1,0,other,no
30,tertiary,no,251,no,no,cellular,12,jul,1,0,other,yes
34,secondary,no,859,no,no,cellular,28,jan,1,0,other,yes
33,tertiary,no,3,yes,no,cellular,18,jul,7,0,other,no
28,secondary,no,1363,no,no,cellular,27,feb,1,0,other,yes
49,primary,no,183,yes,yes,cellular,6,feb,2,0,other,no
65,secondary,no,2,no,no,cellular,14,apr,1,0,other,yes
51,secondary,no,255,no,no,cellular,29,aug,2,0,other,no
52,secondary,no,-232,no,yes,cellular,29,jul,4,0,other,no
33,tertiary,no,272,yes,no,cellular,1,sep,2,3,success,yes
49,secondary,no,388,no,no,telephone,31,jul,4,0,other,yes
34,secondary,no,4676,no,no,cellular,11,aug,3,0,other,no
37,tertiary,no,183,yes,no,cellular,29,jan,1,1,failure,no
28,secondary,no,1448,no,no,cellular,8,jun,5,0,other,no
61,secondary,no,1191,no,no,cellular,21,may,4,0,other,yes
41,tertiary,no,4063,yes,no,cellular,12,may,5,2,failure,no
34,unknown,no,242,no,no,telephone,4,mar,2,2,failure,no
28,secondary,no,707,yes,no,cellular,25,may,1,0,other,yes
46,tertiary,no,3232,no,no,telephone,15,jun,2,0,other,no
31,tertiary,no,1575,no,no,cellular,12,aug,4,0,other,no
30,tertiary,no,3384,no,no,cellular,4,jun,2,0,other,yes
30,tertiary,no,81,no,no,cellular,22,apr,1,0,other,yes
25,secondary,no,483,no,yes,cellular,3,feb,1,0,other,yes
46,secondary,no,706,no,no,cellular,21,may,1,3,failure,yes
80,secondary,no,462,no,no,cellular,7,dec,2,0,other,no
35,tertiary,no,5462,no,no,cellular,2,nov,1,1,success,yes
36,tertiary,no,1313,no,no,cellular,26,aug,6,0,other,no
37,tertiary,no,-42,yes,no,cellular,14,may,2,0,other,yes
38,secondary,no,2580,yes,no,cellular,8,apr,2,3,failure,yes
62,secondary,no,1128,no,no,cellular,2,sep,1,3,other,yes
25,tertiary,no,943,no,no,cellular,30,apr,1,0,other,yes
43,secondary,no,2145,no,no,cellular,25,aug,2,4,success,yes
25,primary,no,2483,no,no,cellular,10,jul,3,0,other,yes
43,unknown,no,4389,no,no,cellular,8,apr,1,0,other,yes
53,tertiary,no,583,no,no,cellular,17,nov,1,4,success,yes
32,tertiary,no,2915,no,no,cellular,8,sep,1,2,failure,yes
44,secondary,no,206,yes,no,cellular,14,may,1,1,failure,no
59,secondary,no,679,no,no,cellular,30,jul,4,0,other,yes
76,primary,no,802,no,no,cellular,9,sep,5,0,other,yes
42,tertiary,no,52,yes,no,cellular,16,apr,1,0,other,no
30,tertiary,no,147,no,no,cellular,9,sep,1,1,failure,yes
50,primary,no,300,yes,no,cellular,8,may,1,2,other,no
37,secondary,no,655,no,yes,cellular,4,feb,6,0,other,no
39,secondary,no,260,yes,no,cellular,11,aug,2,2,failure,yes
40,tertiary,no,0,yes,no,cellular,25,mar,2,0,other,yes
54,secondary,no,735,no,no,cellular,28,oct,1,0,other,no
37,unknown,no,189,no,no,cellular,1,oct,1,2,success,yes
38,secondary,no,5115,yes,no,cellular,2,jun,1,7,success,yes
26,secondary,no,136,no,no,cellular,20,apr,1,0,other,yes
37,tertiary,no,466,yes,no,cellular,11,jul,2,0,other,no
25,secondary,no,2307,yes,no,cellular,31,jul,5,0,other,no
37,secondary,no,133,yes,no,cellular,11,may,2,0,other,yes
35,tertiary,no,6997,yes,no,cellular,9,jul,1,0,other,yes
45,tertiary,no,160,no,no,cellular,30,apr,1,0,other,yes
32,tertiary,no,0,no,no,cellular,22,aug,2,0,other,no
51,tertiary,no,315,no,no,cellular,11,oct,1,4,failure,no
44,secondary,no,5781,yes,yes,cellular,15,may,1,0,other,no
56,primary,no,0,yes,no,cellular,16,jul,1,0,other,yes
37,tertiary,no,66,no,no,cellular,18,nov,2,0,other,yes
41,tertiary,no,-195,no,yes,cellular,20,nov,1,0,other,no
35,tertiary,no,747,no,no,cellular,4,aug,1,6,other,no
59,tertiary,no,1783,no,yes,cellular,17,nov,2,0,other,yes
43,secondary,no,-128,yes,no,cellular,21,nov,1,0,other,no
30,tertiary,no,916,no,no,cellular,29,dec,2,0,other,yes
48,secondary,no,1559,no,no,cellular,24,dec,3,3,failure,no
60,tertiary,no,560,no,no,cellular,15,may,5,0,other,yes
56,primary,no,1947,no,no,cellular,2,mar,2,5,failure,yes
33,secondary,no,1925,yes,no,cellular,8,may,2,2,failure,no
57,tertiary,no,3287,no,no,cellular,30,mar,2,1,success,yes
55,primary,no,976,no,no,cellular,28,jun,1,3,other,yes
34,secondary,yes,879,yes,no,cellular,17,apr,1,1,failure,yes
42,secondary,no,413,yes,no,cellular,11,feb,2,2,success,yes
51,secondary,no,3899,yes,yes,telephone,18,nov,6,0,other,no
59,secondary,no,135,yes,yes,cellular,23,jul,4,0,other,yes
55,primary,no,8180,no,no,cellular,14,may,2,1,failure,yes
60,secondary,no,4243,no,no,cellular,30,oct,2,0,other,yes
56,primary,no,9367,no,no,cellular,13,aug,2,2,success,yes
46,secondary,no,2551,no,no,cellular,12,aug,2,0,other,yes
47,secondary,no,1315,no,no,cellular,20,nov,4,0,other,yes
